"iso3c","raw_name","prop_diet","production_system","species","diet"
"VIR","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"VIR","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"VIR","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"VIR","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"VIR","other",0.004,"aquaculture","salmon","plant-dominant"
"VIR","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"VIR","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"VIR","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"VIR","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"VIR","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"VIR","wheat",0.065,"aquaculture","salmon","plant-dominant"
"VIR","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"WLF","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"WLF","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"WLF","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"WLF","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"WLF","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"WLF","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"WLF","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"WLF","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"WLF","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"WLF","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"WLF","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"WLF","other",0.004,"aquaculture","salmon","plant-dominant"
"WLF","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"WLF","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"WLF","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"WLF","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"WLF","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"WLF","wheat",0.065,"aquaculture","salmon","plant-dominant"
"WLF","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"ESH","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"ESH","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"ESH","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"ESH","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"ESH","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"ESH","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"ESH","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"ESH","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"ESH","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"ESH","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"ESH","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"ESH","other",0.004,"aquaculture","salmon","plant-dominant"
"ESH","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"ESH","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"ESH","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"ESH","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"ESH","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"ESH","wheat",0.065,"aquaculture","salmon","plant-dominant"
"ESH","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"YEM","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"YEM","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"YEM","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"YEM","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"YEM","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"YEM","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"YEM","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"YEM","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"YEM","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"YEM","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"YEM","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"YEM","other",0.004,"aquaculture","salmon","plant-dominant"
"YEM","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"YEM","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"YEM","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"YEM","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"YEM","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"YEM","wheat",0.065,"aquaculture","salmon","plant-dominant"
"YEM","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"ZMB","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"ZMB","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"ZMB","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"ZMB","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"ZMB","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"ZMB","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"ZMB","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"ZMB","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"ZMB","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"ZMB","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"ZMB","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"ZMB","other",0.004,"aquaculture","salmon","plant-dominant"
"ZMB","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"ZMB","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"ZMB","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"ZMB","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"ZMB","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"ZMB","wheat",0.065,"aquaculture","salmon","plant-dominant"
"ZMB","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"ZWE","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"ZWE","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"ZWE","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"ZWE","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"ZWE","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"ZWE","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"ZWE","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"ZWE","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"ZWE","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"ZWE","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"ZWE","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"ZWE","other",0.004,"aquaculture","salmon","plant-dominant"
"ZWE","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"ZWE","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"ZWE","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"ZWE","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"ZWE","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"ZWE","wheat",0.065,"aquaculture","salmon","plant-dominant"
"ZWE","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"AFG","canola oil",0,"aquaculture","salmon","fish-dominant"
"AFG","coconut oil",0,"aquaculture","salmon","fish-dominant"
"AFG","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"AFG","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"AFG","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"AFG","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"AFG","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"AFG","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"AFG","guar meal",0,"aquaculture","salmon","fish-dominant"
"AFG","linseed oil",0,"aquaculture","salmon","fish-dominant"
"AFG","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"AFG","other",0,"aquaculture","salmon","fish-dominant"
"AFG","pea flour",0,"aquaculture","salmon","fish-dominant"
"AFG","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"AFG","soy oil",0,"aquaculture","salmon","fish-dominant"
"AFG","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"AFG","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"AFG","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"AFG","wheat",0.07,"aquaculture","salmon","fish-dominant"
"AFG","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"CYP","canola oil",0,"aquaculture","salmon","fish-dominant"
"CYP","coconut oil",0,"aquaculture","salmon","fish-dominant"
"CYP","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"CYP","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"CYP","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"CYP","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"CYP","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"CYP","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"CYP","guar meal",0,"aquaculture","salmon","fish-dominant"
"CYP","linseed oil",0,"aquaculture","salmon","fish-dominant"
"CYP","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"CYP","other",0,"aquaculture","salmon","fish-dominant"
"CYP","pea flour",0,"aquaculture","salmon","fish-dominant"
"CYP","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"CYP","soy oil",0,"aquaculture","salmon","fish-dominant"
"CYP","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"CYP","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"CYP","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"CYP","wheat",0.07,"aquaculture","salmon","fish-dominant"
"CYP","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"ALA","canola oil",0,"aquaculture","salmon","fish-dominant"
"ALA","coconut oil",0,"aquaculture","salmon","fish-dominant"
"ALA","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"ALA","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"ALA","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"ALA","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"ALA","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"ALA","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"ALA","guar meal",0,"aquaculture","salmon","fish-dominant"
"ALA","linseed oil",0,"aquaculture","salmon","fish-dominant"
"ALA","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"ALA","other",0,"aquaculture","salmon","fish-dominant"
"ALA","pea flour",0,"aquaculture","salmon","fish-dominant"
"ALA","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"ALA","soy oil",0,"aquaculture","salmon","fish-dominant"
"ALA","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"ALA","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"ALA","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"ALA","wheat",0.07,"aquaculture","salmon","fish-dominant"
"ALA","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"ALB","canola oil",0,"aquaculture","salmon","fish-dominant"
"ALB","coconut oil",0,"aquaculture","salmon","fish-dominant"
"ALB","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"ALB","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"ALB","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"ALB","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"ALB","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"ALB","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"ALB","guar meal",0,"aquaculture","salmon","fish-dominant"
"ALB","linseed oil",0,"aquaculture","salmon","fish-dominant"
"ALB","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"ALB","other",0,"aquaculture","salmon","fish-dominant"
"ALB","pea flour",0,"aquaculture","salmon","fish-dominant"
"ALB","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"ALB","soy oil",0,"aquaculture","salmon","fish-dominant"
"ALB","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"ALB","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"ALB","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"ALB","wheat",0.07,"aquaculture","salmon","fish-dominant"
"ALB","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"DZA","canola oil",0,"aquaculture","salmon","fish-dominant"
"DZA","coconut oil",0,"aquaculture","salmon","fish-dominant"
"DZA","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"DZA","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"DZA","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"DZA","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"DZA","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"DZA","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"DZA","guar meal",0,"aquaculture","salmon","fish-dominant"
"DZA","linseed oil",0,"aquaculture","salmon","fish-dominant"
"DZA","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"DZA","other",0,"aquaculture","salmon","fish-dominant"
"DZA","pea flour",0,"aquaculture","salmon","fish-dominant"
"DZA","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"DZA","soy oil",0,"aquaculture","salmon","fish-dominant"
"DZA","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"DZA","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"DZA","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"DZA","wheat",0.07,"aquaculture","salmon","fish-dominant"
"DZA","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"ASM","canola oil",0,"aquaculture","salmon","fish-dominant"
"ASM","coconut oil",0,"aquaculture","salmon","fish-dominant"
"ASM","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"ASM","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"ASM","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"ASM","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"ASM","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"ASM","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"ASM","guar meal",0,"aquaculture","salmon","fish-dominant"
"ASM","linseed oil",0,"aquaculture","salmon","fish-dominant"
"ASM","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"ASM","other",0,"aquaculture","salmon","fish-dominant"
"ASM","pea flour",0,"aquaculture","salmon","fish-dominant"
"ASM","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"ASM","soy oil",0,"aquaculture","salmon","fish-dominant"
"ASM","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"ASM","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"ASM","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"ASM","wheat",0.07,"aquaculture","salmon","fish-dominant"
"ASM","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"AND","canola oil",0,"aquaculture","salmon","fish-dominant"
"AND","coconut oil",0,"aquaculture","salmon","fish-dominant"
"AND","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"AND","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"AND","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"AND","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"AND","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"AND","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"AND","guar meal",0,"aquaculture","salmon","fish-dominant"
"AND","linseed oil",0,"aquaculture","salmon","fish-dominant"
"AND","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"AND","other",0,"aquaculture","salmon","fish-dominant"
"AND","pea flour",0,"aquaculture","salmon","fish-dominant"
"AND","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"AND","soy oil",0,"aquaculture","salmon","fish-dominant"
"AND","soy protein concentrate",0,"aquaculture","salmon","fish-dominant"
"AND","soybean meal",0.17,"aquaculture","salmon","fish-dominant"
"AND","sunflower meal",0,"aquaculture","salmon","fish-dominant"
"AND","wheat",0.07,"aquaculture","salmon","fish-dominant"
"AND","wheat gluten",0.13,"aquaculture","salmon","fish-dominant"
"AGO","canola oil",0,"aquaculture","salmon","fish-dominant"
"AGO","coconut oil",0,"aquaculture","salmon","fish-dominant"
"AGO","corn gluten meal",0.04,"aquaculture","salmon","fish-dominant"
"AGO","faba beans",0.02,"aquaculture","salmon","fish-dominant"
"AGO","fish meal, cut offs",0,"aquaculture","salmon","fish-dominant"
"AGO","fish meal, forage fish",0.32,"aquaculture","salmon","fish-dominant"
"AGO","fish oil, cut offs",0,"aquaculture","salmon","fish-dominant"
"AGO","fish oil, forage fish",0.23,"aquaculture","salmon","fish-dominant"
"AGO","guar meal",0,"aquaculture","salmon","fish-dominant"
"AGO","linseed oil",0,"aquaculture","salmon","fish-dominant"
"AGO","micro ingredients",0.02,"aquaculture","salmon","fish-dominant"
"AGO","other",0,"aquaculture","salmon","fish-dominant"
"AGO","pea flour",0,"aquaculture","salmon","fish-dominant"
"AGO","pea protein concentrate",0,"aquaculture","salmon","fish-dominant"
"AGO","soy oil",0,"aquaculture","salmon","fish-dominant"
